source	target	frequency
KCNB1	PTPRE	0.01
KCNB1	SRC	0.01
KCND2	KCNIP4	0.01
KCNE3	KCNQ1	0.01
KCNJ1	SGK1	0.01
KCNJ13	PRKCA	0.01
KCNJ2	PRKACA	0.01
KCNK9	PRKACA	0.01
KCNN2	PRKACA	0.01
KCNN4	NME2	0.01
KCNN4	PHPT1	0.01
KCNQ2	KCNQ3	0.01
KCNQ2	PRKCA	0.01
KCNQ4	SGK1	0.01
KCNQ4	SLC26A5	0.01
KCNQ5	PRKACA	0.01
KDM1A	SCN3A	0.01
KDM5B	PAX9	0.01
KDR	SCUBE2	0.01
KDR	SHC2	0.01
KDR	VEGFA	0.01
KEAP1	NFE2L2	0.01
KHDRBS2	SRC	0.01
KHDRBS3	SIAH1	0.01
KIF11	NEK6	0.01
KIF14	NEK7	0.01
KIF20A	PLK1	0.01
KIF24	NEK2	0.01
KIF2A	PLK1	0.01
KIF2A	TTBK2	0.01
KIF5C	MAPK10	0.01
KIF5C	TRAK2	0.01
KIR2DL5A	PVR	0.01
KIR2DL5A	VSTM2L	0.01
KIR3DL1	TAFA2	0.01
KISS1	KISS1R	0.01
KISS1	MMP14	0.01
KISS1	MMP16	0.01
KISS1	MMP24	0.01
KIT	KITLG	0.01
KIT	MATK	0.01
KIT	PTPN6	0.01
KIT	SOCS6	0.01
KIT	STAT1	0.01
KIZ	PLK1	0.01
KLF10	SIN3A	0.01
KLF11	SIN3A	0.01
KLF13	PRP4K	0.01
KLF15	PPARG	0.01
KLF16	SIN3A	0.01
KLF4	PLK1	0.01
KLF8	MAPK1	0.01
KLF9	SIN3A	0.01
KLHL15	RBBP8	0.01
KLHL2	WNK4	0.01
KLHL3	WNK4	0.01
KLK2	SERPINA3	0.01
KLK2	SERPINA5	0.01
KLKB1	KNG1	0.01
KLRK1	MICB	0.01
KLRK1	RAET1E	0.01
KLRK1	RAET1G	0.01
KLRK1	RAET1L	0.01
KLRK1	ULBP1	0.01
KLRK1	ULBP2	0.01
KLRK1	ULBP3	0.01
KMT2A	TASP1	0.01
KNG1	RXFP4	0.01
KRAS	LZTR1	0.01
KRAS	RAP1GDS1	0.01
KRAS	RASSF5	0.01
KRAS	SHOC2	0.01
KRT14	TRADD	0.01
KRT18	PRKCE	0.01
KRT18	RPS6KA3	0.01
KRT19	SRC	0.01
KSR1	NME1	0.01
KSR1	RAF1	0.01
KSR2	RAF1	0.01
KTN1	RHOA	0.01
L1CAM	NCAN	0.01
LAD1	MAPK14	0.01
LAG3	LGALS3	0.01
LAIR1	LILRB4	0.01
LAMA1	RPSA	0.01
LAMA2	RPSA	0.01
LASP1	PRKAR2B	0.01
LASP1	PRKG2	0.01
LAT2	SYK	0.01
LATS2	MOB1B	0.01
LATS2	SNAI1	0.01
LATS2	WWTR1	0.01
LAX1	SYK	0.01
LCK	LIME1	0.01
LCK	SIT1	0.01
LCK	TRAT1	0.01
LCMT1	PPP2CA	0.01
LCN1	LMBR1L	0.01
LCN2	LRP2	0.01
LCP2	SYK	0.01
LCP2	ZAP70	0.01
LDB1	RLIM	0.01
LDLR	LRPAP1	0.01
LDLR	PCSK9	0.01
LDLR	PF4	0.01
LEPR	SOCS3	0.01
LGALS1	PTPRC	0.01
LGALS8	PDPN	0.01
LGALS9	MRC2	0.01
LGALS9	SLC1A5	0.01
LGMN	SRPK2	0.01
LGR6	RSPO1	0.01
LGR6	RSPO2	0.01
LGR6	RSPO3	0.01
LGR6	RSPO4	0.01
LHB	LHCGR	0.01
LHX2	MSX1	0.01
LHX4	POU1F1	0.01
LIF	LIFR	0.01
LIFR	OSM	0.01
LIMK1	PAK1	0.01
LIMK1	ROCK2	0.01
LIMK2	ROCK1	0.01
LIN7A	SLC6A12	0.01
LINGO1	OMG	0.01
LIPC	LRP1	0.01
LIPE	PRKACA	0.01
LIPH	LPAR1	0.01
LLGL1	PRKCI	0.01
LLGL2	PRKCI	0.01
LMBR1L	SCGB1A1	0.01
LMNA	PRKCA	0.01
LMNB1	PRKCB	0.01
LMO3	NHLH2	0.01
LNX1	NUMB	0.01
LPA	LRP2	0.01
LPCAT2	MAPKAPK2	0.01
LPL	VLDLR	0.01
LRFN4	PTPRF	0.01
LRFN5	PTPRD	0.01
LRFN5	PTPRF	0.01
LRIT2	PTPRD	0.01
LRP1	LRPAP1	0.01
LRP1	PLAT	0.01
LRP1	SERPINA1	0.01
LRP1	SERPINE2	0.01
LRP1	TNFAIP6	0.01
LRP11	LTF	0.01
LRP1B	PLAUR	0.01
LRP2	LRPAP1	0.01
LRP2	PLAU	0.01
LRP2	SCGB1A1	0.01
LRP2	SERPINE1	0.01
LRP2	SHH	0.01
LRP2	TCN2	0.01
LRP2	TG	0.01
LRP4	SOST	0.01
LRP5	SOST	0.01
LRP5	WNT16	0.01
LRP6	SOST	0.01
LRP6	SOSTDC1	0.01
LRP6	WNT1	0.01
LRP6	WNT10A	0.01
LRP6	WNT3A	0.01
LRP6	WNT8B	0.01
LRP6	WNT9A	0.01
LRP6	WNT9B	0.01
LRP8	LRPAP1	0.01
LRPAP1	SORL1	0.01
LRPAP1	SORT1	0.01
LRRC4	NTNG2	0.01
LRRC4C	NTNG1	0.01
LRRK2	MSN	0.01
LRRK2	RAB10	0.01
LRRK2	RAB29	0.01
LRRK2	RPS15	0.01
LRRK2	SH3GL2	0.01
LRRK2	SNAPIN	0.01
LRRK2	SQSTM1	0.01
LRRN3	NTM	0.01
LRRTM1	NRXN1	0.01
LRRTM2	NRXN1	0.01
LSP1	MAPKAPK2	0.01
LTBP1	TGFB1	0.01
LTBR	TRAF2	0.01
LUM	MMP14	0.01
LY9	TNFRSF17	0.01
LY96	SPI1	0.01
LYN	NMT1	0.01
LYN	RGS16	0.01
MAB21L1	PAX6	0.01
MACROH2A1	SPOP	0.01
MAF1	MTOR	0.01
MAFA	MAPK1	0.01
MAFB	PRRX1	0.01
MAFG	NFE2L2	0.01
MAGED1	ROR2	0.01
MAGEL2	TRIM27	0.01
MAGI1	RPS6KA1	0.01
MAGI2	RAPGEF2	0.01
MAGI3	PTEN	0.01
MAML3	NOTCH4	0.01
MAP1LC3A	NBR1	0.01
MAP1LC3A	SQSTM1	0.01
MAP1LC3C	NBR1	0.01
MAP2	MARK1	0.01
MAP2K1	MAP3K8	0.01
MAP2K1	MYRF	0.01
MAP2K2	MAP3K8	0.01
MAP2K2	MAPK3	0.01
MAP2K2	ZHX2	0.01
MAP2K3	MAPK12	0.01
MAP2K3	TAOK2	0.01
MAP2K6	MAP3K4	0.01
MAP2K6	MAP3K5	0.01
MAP2K6	MAP3K7	0.01
MAP2K6	MAPK11	0.01
MAP2K6	MAPK12	0.01
MAP2K6	MAPK13	0.01
MAP2K6	STAT4	0.01
MAP2K7	MAP3K2	0.01
MAP2K7	MAP3K5	0.01
MAP2K7	MAPK8IP1	0.01
MAP2K7	MAPK8IP2	0.01
MAP3K11	PIN1	0.01
MAP3K12	MAPK8IP1	0.01
MAP3K12	MBIP	0.01
MAP3K12	SH3RF1	0.01
MAP3K5	MAP3K6	0.01
MAP3K5	PPM1L	0.01
MAP3K5	PPP5C	0.01
MAP3K5	TNNT2	0.01
MAP3K5	TXN	0.01
MAP3K5	ZNF622	0.01
MAP3K7	MAP4K4	0.01
MAP3K7	PPP6C	0.01
MAP3K7	RASSF9	0.01
MAP3K7	TAB3	0.01
MAP3K7	TNFAIP8L2	0.01
MAP3K8	NFKB1	0.01
MAP4	MARK1	0.01
MAP4K3	PRKCQ	0.01
MAPK1	NCF2	0.01
MAPK1	PDE4C	0.01
MAPK1	PGR	0.01
MAPK1	PLA2G4A	0.01
MAPK1	RASGRP2	0.01
MAPK1	RCAN1	0.01
MAPK1	SCNN1B	0.01
MAPK1	SHC4	0.01
MAPK1	SPHK2	0.01
MAPK1	TAGLN2	0.01
MAPK1	TNKS1BP1	0.01
MAPK1	TOB1	0.01
MAPK1	TXNIP	0.01
MAPK11	RPS6KA5	0.01
MAPK12	MAPT	0.01
MAPK12	NOL4L	0.01
MAPK12	SH3BP5	0.01
MAPK12	SNTA1	0.01
MAPK12	UBXN1	0.01
MAPK13	STMN1	0.01
MAPK14	MAX	0.01
MAPK14	MEF2C	0.01
MAPK14	MKNK1	0.01
MAPK14	NCOA3	0.01
MAPK14	PDLIM4	0.01
MAPK14	PPARGC1A	0.01
MAPK14	RPS6KA5	0.01
MAPK14	SIPA1	0.01
MAPK14	SNX27	0.01
MAPK14	ZNHIT1	0.01
MAPK3	MCRIP1	0.01
MAPK3	MTMR2	0.01
MAPK3	RUNX2	0.01
MAPK3	SPHK1	0.01
MAPK3	SULT4A1	0.01
MAPK3	TAL1	0.01
MAPK3	TRPV3	0.01
MAPK4	MAPKAPK5	0.01
MAPK7	MEF2C	0.01
MAPK7	PTPRR	0.01
MAPK7	SGK1	0.01
MAPK8	PPM1J	0.01
MAPK8	RBM17	0.01
MAPK8	S100A11	0.01
MAPK8	SYT4	0.01
MAPK8	WDR62	0.01
MAPK8IP3	MAPK9	0.01
MAPKAP1	RPS6KB1	0.01
MAPKAPK2	PARN	0.01
MAPKAPK2	SRF	0.01
MAPKAPK2	TRIM29	0.01
MAPKAPK2	ZFP36	0.01
MAPKAPK3	RCSD1	0.01
MAPKAPK5	PLA2G4A	0.01
MAPKAPK5	SEPTIN8	0.01
MAPT	PHKG2	0.01
MAPT	TTBK1	0.01
MARCO	SCGB3A1	0.01
MARCO	SCGB3A2	0.01
MARK1	STK11	0.01
MARK2	RAB11FIP2	0.01
MARK2	STK11	0.01
MARK4	STK11	0.01
MASP1	MBL2	0.01
MASP2	MBL2	0.01
MAST1	PTEN	0.01
MAST2	SLC9A3	0.01
MAST3	PTEN	0.01
MAVS	NLRX1	0.01
MAX	MGA	0.01
MAX	MNT	0.01
MAX	MXD3	0.01
MAX	MXD4	0.01
MAX	MXI1	0.01
MAX	SPAG9	0.01
MC1R	POMC	0.01
MC2R	MRAP2	0.01
MC2R	POMC	0.01
MC4R	NPY	0.01
MC4R	POMC	0.01
MC5R	POMC	0.01
MCAM	TMEM132A	0.01
MCAM	WNT5A	0.01
MCM10	POLA1	0.01
MCOLN1	MCOLN3	0.01
MCOLN1	PRKACA	0.01
MCU	PRKAA1	0.01
MDC1	NBN	0.01
MDFI	TRPC1	0.01
MDGA1	NLGN2	0.01
MDK	SDC4	0.01
MDK	TSPAN1	0.01
MDM2	POLQ	0.01
MDM2	RPL26	0.01
MDM2	USP7	0.01
ME1	NEK1	0.01
MEIS2	PAX6	0.01
MELTF	PLG	0.01
MEOX2	PAX1	0.01
MEOX2	PAX3	0.01
MEP1B	PRKCD	0.01
MERTK	ZP3	0.01
MET	MST1R	0.01
MET	PLXNB1	0.01
MET	PRKCE	0.01
MET	PTPRJ	0.01
MET	SPSB1	0.01
MFAP2	NOTCH1	0.01
MFAP3L	MPZL2	0.01
MFAP3L	MXRA5	0.01
MFAP5	NOTCH1	0.01
MGST1	SP1	0.01
MID1IP1	THRSP	0.01
MIIP	PRKCE	0.01
MITF	SOX10	0.01
MITF	UBE2I	0.01
MKNK1	PLA2G4A	0.01
MKNK1	PNPLA8	0.01
MLKL	RIPK3	0.01
MLLT11	TCF7	0.01
MLLT3	SGK1	0.01
MLST8	MTOR	0.01
MLST8	RPTOR	0.01
MLXIPL	PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	0.01
MMP11	SERPINA1	0.01
MMP12	PLAUR	0.01
MMP14	PTK7	0.01
MMP14	SRC	0.01
MMP9	RECK	0.01
MMP9	TIMP1	0.01
MOB1A	STK3	0.01
MOB1A	STK4	0.01
MOCOS	RPS6KA3	0.01
MOV10	UPF1	0.01
MPO	RARA	0.01
MPRIP	RIPK1	0.01
MPZL2	MPZL3	0.01
MRC1	PTPRC	0.01
MRGPRX2	TAC1	0.01
MRTFA	SRF	0.01
MRTFB	SRF	0.01
MSC	TCF3	0.01
MSL2	TP53	0.01
MSN	PRKCQ	0.01
MSN	ROCK2	0.01
MSR1	SPI1	0.01
MST1	MST1R	0.01
MSX1	TBP	0.01
MSX2	SPEN	0.01
MTA1	PITX3	0.01
MTA2	TP53	0.01
MTAP	NFYA_NFYB_NFYC	0.01
MTMR2	SBF1	0.01
MTMR4	SMAD3	0.01
MTNR1A	NPW	0.01
MTOR	SGK1	0.01
MUC1	SIGLEC9	0.01
MUC1	ZAP70	0.01
MUC6	TFF2	0.01
MUS81	RAD54L	0.01
MUSK	WNT11	0.01
MXRA5	PILRA	0.01
MXRA5	SIGLEC8	0.01
MYBPC3	PDE4DIP	0.01
MYBPC3	PRKACA	0.01
MYC	RIOX2	0.01
MYC	RLIM	0.01
MYD88	TLR2	0.01
MYD88	TLR8	0.01
MYH3	TNFSF12	0.01
MYH9	S100A4	0.01
MYH9	TRPM7	0.01
MYL12A	MYLK	0.01
MYL12B	MYLK	0.01
MYL9	MYLK	0.01
MYO15A	WHRN	0.01
MYO1E	SYNJ1	0.01
MYO3A	PRKCB	0.01
MYO9A	RHOA	0.01
MYO9B	RHOA	0.01
MYOC	SFRP5	0.01
MYOM2	PRKACA	0.01
MZF1	PAK4	0.01
MZF1	SCAND1	0.01
NALCN	UNC80	0.01
NANOG	PRKCE	0.01
NCAM1	ROBO1	0.01
NCAM1	ROBO3	0.01
NCAM1	SIGLEC11	0.01
NCAM1	ST8SIA4	0.01
NCF1	NOX4	0.01
NCF4	PRKCA	0.01
NCK1	SOS1	0.01
NCK2	PAK1	0.01
NCK2	PDGFRB	0.01
NCKIPSD	SRC	0.01
NCOA1	PTMS	0.01
NCOA3	PFKFB4	0.01
NCOR2	SNW1	0.01
NCR3	NCR3LG1	0.01
NDC80	NEK2	0.01
NDEL1	PAFAH1B1	0.01
NDEL1	YWHAE	0.01
NDFIP2	NEDD4	0.01
NDRG1	SGK1	0.01
NDRG2	SGK1	0.01
NECTIN1	NECTIN3	0.01
NECTIN1	NECTIN4	0.01
NECTIN2	NECTIN3	0.01
NECTIN2	PVRIG	0.01
NECTIN3	PVR	0.01
NEDD4	POLR2L	0.01
NEDD4	PSMD4	0.01
NEDD4	SCNN1G	0.01
NEDD4L	SGK1	0.01
NEDD4L	TTYH2	0.01
NEGR1	NTM	0.01
NEGR1	OPCML	0.01
NEK1	VDAC1	0.01
NEK10	TP53	0.01
NEK11	NEK2	0.01
NEK2	PPP1CC	0.01
NEK2	SGO1	0.01
NEK2	TP53	0.01
NEK6	NEK9	0.01
NEK7	NEK9	0.01
NELL2	ROBO3	0.01
NEO1	NTN1	0.01
NEO1	NTN3	0.01
NEO1	RGMB	0.01
NEURL1	PDE9A	0.01
NEUROD1	ZFHX3	0.01
NFASC	NRCAM	0.01
NFAT5	SLC6A12	0.01
NFATC2	PPP3R1	0.01
NFATC4	RPS6KA2	0.01
NFE2L2	TXNRD1	0.01
NFIL3	STAT6	0.01
NFKB1	NFKBIE	0.01
NFKB2	NKRF	0.01
NFKB2	RELB	0.01
NFKB2	TSC22D3	0.01
NFKBIA	NOD2	0.01
NFKBIA	PTPN13	0.01
NFKBIA	UBE2D2	0.01
NFX1	PABPC1	0.01
NFX1	PABPC4	0.01
NFYA_NFYB_NFYC	TOP2A	0.01
NGF	SORCS2	0.01
NGF	SORCS3	0.01
NGF	SORT1	0.01
NGFR	NTF4	0.01
NGFR	PRKACB	0.01
NGLY1	RAD23B	0.01
NGLY1	VCP	0.01
NHEJ1	PRKDC	0.01
NHERF1	SLC26A3	0.01
NHERF1	TBC1D10A	0.01
NHLH2	SIRT1	0.01
NHS	TJP1	0.01
NID1	PTPRF	0.01
NINL	PLK1	0.01
NKD2	TGFA	0.01
NKRF	REL	0.01
NKX2-1	WWTR1	0.01
NLGN1	NRXN1	0.01
NLGN2	NRXN1	0.01
NLGN2	NRXN2	0.01
NLGN2	NRXN3	0.01
NLGN3	NRXN1	0.01
NMB	NMBR	0.01
NME1	SET	0.01
NMU	NMUR1	0.01
NMU	NMUR2	0.01
NOD1	RIPK2	0.01
NOD2	RIPK2	0.01
NOLC1	PRKACA	0.01
NONO	TOP1	0.01
NOS2	SRC	0.01
NOS3	PRKAA1	0.01
NOTCH1	POFUT1	0.01
NOTCH1	SNW1	0.01
NOTCH4	PSEN1	0.01
NOX1	NOXA1	0.01
NOX5	PRKCA	0.01
NOXA1	SRC	0.01
NPBWR1	NPW	0.01
NPDC1	PILRA	0.01
NPFFR1	NPVF	0.01
NPFFR1	QRFP	0.01
NPFFR2	NPVF	0.01
NPFFR2	NPY	0.01
NPLOC4	UFD1	0.01
NPPB	NPR1	0.01
NPPB	NPR3	0.01
NPPC	NPR2	0.01
NPPC	NPR3	0.01
NPR1	PRKACA	0.01
NPR3	OSTN	0.01
NPTX1	NPTXR	0.01
NPTX2	NPTXR	0.01
NPY	NPY4R	0.01
NPY	NPY5R	0.01
NPY4R	PPY	0.01
NPY4R	PYY	0.01
NR1D1	NR2E3	0.01
NR1D1	PER2	0.01
NR1H2	RXRA	0.01
NR1H3	PPARA	0.01
NR1I2	RXRA	0.01
NR1I3	RXRA	0.01
NR2F2	NR2F6	0.01
NR2F2	NR3C1	0.01
NR3C1	NR3C2	0.01
NR4A2	RXRA	0.01
NR4A3	RPS6KA1	0.01
NRAS	RASA4	0.01
NRAS	SOS1	0.01
NRBF2	PIK3R4	0.01
NRGN	PRKCG	0.01
NRIP1	PPARA	0.01
NRIP1	RARA	0.01
NRP1	SEMA3D	0.01
NRP1	VEGFA	0.01
NRP2	PGF	0.01
NRP2	SEMA3F	0.01
NRP2	SEMA4F	0.01
NRP2	VEGFA	0.01
NRP2	VEGFD	0.01
NRTN	RET	0.01
NRXN1	RPH3A	0.01
NRXN1	SYTL3	0.01
NTF3	NTRK2	0.01
NTF3	NTRK3	0.01
NTF4	NTRK2	0.01
NTN1	UNC5A	0.01
NTN1	UNC5D	0.01
NTRK2	PLCG1	0.01
NTS	SORT1	0.01
NUAK2	PPP1R12A	0.01
NUAK2	WDR45	0.01
NUDT1	SKP2	0.01
NUP153	TNPO1	0.01
OCRL	RAB5A	0.01
OGT	TET3	0.01
OLFM2	ROBO2	0.01
OMG	RTN4R	0.01
OMG	TNFRSF1B	0.01
ONECUT2	TBX21	0.01
OPRK1	POMC	0.01
OPRL1	PNOC	0.01
OPRM1	WLS	0.01
OPTN	PLK1	0.01
OPTN	TBK1	0.01
ORAI1	PRKCB	0.01
OSM	OSMR	0.01
OSTF1	RPS6KA1	0.01
OTUB1	UBE2N	0.01
OTUD5	TRAF3	0.01
OXSR1	SLC12A1	0.01
OXSR1	SLC12A2	0.01
OXSR1	WNK4	0.01
P4HA2	TP53	0.01
PACSIN1	PAK6	0.01
PAH	RPS6KA3	0.01
PAIP2	UBR5	0.01
PAK1	PPM1E	0.01
PAK1	RAC2	0.01
PAK1	RAC3	0.01
PAK1	RHOU	0.01
PAK1	RUNX3	0.01
PAK1	TBCB	0.01
PAK3	SYN1	0.01
PAK3	TNNI3	0.01
PALB2	RAD51	0.01
PAM	PRKCA	0.01
PAM	UHMK1	0.01
PANX2	STK38	0.01
PARD6A	TGFBR2	0.01
PARP1	TOP1	0.01
PARP1	XRCC1	0.01
PARP10	PLK1	0.01
PAX5	PDCD1	0.01
PAX5	TLE4	0.01
PAX6	SFRP2	0.01
PAX8	TG	0.01
PAX8	TPO	0.01
PAXIP1	TP53BP1	0.01
PBX1	PKNOX1	0.01
PBX1	ZBTB16	0.01
PC	PDK4	0.01
PCBP4	TP53	0.01
PCLO	SGK1	0.01
PCNA	POLD4	0.01
PCNA	POLH	0.01
PCNA	POLI	0.01
PCNA	RFC1	0.01
PCNA	UBE2N	0.01
PCSK1	REN	0.01
PCSK6	VWF	0.01
PDCD10	PTPN13	0.01
PDCD10	STK25	0.01
PDCD5	PPEF1	0.01
PDE11A	PRKACA	0.01
PDE3A	PRKCA	0.01
PDE3B	PRKACA	0.01
PDE4B	PRKACA	0.01
PDE4D	PRKACA	0.01
PDE5A	PRKG1	0.01
PDE6A	PDE6G	0.01
PDGFA	PDGFRA	0.01
PDGFB	PDGFRA	0.01
PDGFB	PDGFRB	0.01
PDGFC	PDGFRA	0.01
PDGFRA	PLCG1	0.01
PDGFRA	PSG5	0.01
PDGFRA	SHC1	0.01
PDGFRA	SRC	0.01
PDHA1	PDK4	0.01
PDHA1	PDPK1	0.01
PDIA3	TAPBP	0.01
PDK1	PGK1	0.01
PDK1	PKN2	0.01
PDPK1	PKN1	0.01
PDPK1	PKN2	0.01
PDPK1	SGK3	0.01
PDPK1	TSSK3	0.01
PDPK2P	SGK1	0.01
PEAR1	SVEP1	0.01
PEBP1	PRKCA	0.01
PEBP1	PRKCB	0.01
PEBP1	PRKCG	0.01
PEBP1	PRKCZ	0.01
PELP1	SRC	0.01
PERP	TP53	0.01
PF4	THBD	0.01
PFKFB2	PRKAA1	0.01
PFKFB2	PRKAA2	0.01
PFKFB2	PRKACA	0.01
PFKFB3	PRKAA2	0.01
PFN1	ROCK1	0.01
PHKA1	PHKG2	0.01
PHKA1	PYGB	0.01
PHKG2	PYGM	0.01
PHYHIP	STAT3	0.01
PI16	TNFRSF21	0.01
PI3	PLD2	0.01
PIANP	PILRA	0.01
PIAS1	SATB2	0.01
PIAS1	STAT1	0.01
PIAS2	STAT4	0.01
PIAS3	STAT3	0.01
PIAS4	TCF4	0.01
PICK1	SLC6A3	0.01
PIK3C2B	TRIM27	0.01
PIK3C2G	PIK3CG	0.01
PIK3C3	PIK3R4	0.01
PIK3C3	UVRAG	0.01
PILRA	SIGLEC6	0.01
PIMREG	UHMK1	0.01
PIN1	TP53	0.01
PINK1	UBC	0.01
PINK1	ZNF746	0.01
PIP5K1C	SRC	0.01
PITPNC1	PRKCA	0.01
PKD1	PRKD1	0.01
PKD1	PRKX	0.01
PKD2	TRPC1	0.01
PKD2	TRPV4	0.01
PKD2L1	PRKACA	0.01
PKIA	PRKACA	0.01
PKMYT1	PLK1	0.01
PKP3	SRC	0.01
PLA2G10	PLA2R1	0.01
PLA2G1B	PLA2R1	0.01
PLAAT4	RARA	0.01
PLAU	PLAUR	0.01
PLAU	ST14	0.01
PLAUR	SRPX2	0.01
PLAUR	VTN	0.01
PLCB3	PRKG2	0.01
PLCG1	TYRO3	0.01
PLCL1	PRKACA	0.01
PLEKHG2	SRC	0.01
PLEKHG5	RHOA	0.01
PLG	PLGRKT	0.01
PLIN1	PRKACA	0.01
PLK1	RAD21	0.01
PLK1	STAG2	0.01
PLK1	TOP2A	0.01
PLK1	TPT1	0.01
PLK1	TRIOBP	0.01
PLK1	WDCP	0.01
PLK2	SNCA	0.01
PLK2	WEE1	0.01
PLN	PRKACA	0.01
PLP1	SOX10	0.01
PLPPR1	RASGEF1A	0.01
PLPPR1	RASGEF1B	0.01
PLSCR4	SLPI	0.01
PLXDC1	SERPINF1	0.01
PLXNA1	SEMA3A	0.01
PLXNA1	SEMA5B	0.01
PLXNA1	SEMA6C	0.01
PLXNA1	SEMA6D	0.01
PLXNA2	SEMA6A	0.01
PLXNA2	SEMA6B	0.01
PLXNA3	SEMA3F	0.01
PLXNA4	SEMA3A	0.01
PLXNA4	SEMA6A	0.01
PLXNB1	SEMA4B	0.01
PLXNB1	SEMA4D	0.01
PLXNB2	SEMA4A	0.01
PLXNB2	SEMA4C	0.01
PLXNB2	SEMA4D	0.01
PLXNB2	SEMA4G	0.01
PLXNB3	SEMA4A	0.01
PLXNB3	SEMA5A	0.01
PLXNC1	SEMA7A	0.01
PLXND1	SEMA3E	0.01
PLXND1	SEMA4A	0.01
PMS2	TP73	0.01
PNKP	XRCC1	0.01
POLH	REV1	0.01
POLR2A	RPAP2	0.01
PORCN	WNT3A	0.01
POU2AF1	POU2F1	0.01
POU2F1	PRKDC	0.01
POU3F2	POU3F4	0.01
POU5F1_SOX2	UTF1	0.01
PPARG	PRDM16	0.01
PPARG	TBXAS1	0.01
PPARG	UBE2I	0.01
PPFIA1	PTPRF	0.01
PPP1CA	PPP1R16B	0.01
PPP1CA	PPP1R1C	0.01
PPP1CA	PPP1R2	0.01
PPP1CC	SERPINB2	0.01
PPP1R12A	ROCK2	0.01
PPP1R12B	ROCK1	0.01
PPP1R13B	TP53	0.01
PPP1R14B	PRKCD	0.01
PPP1R14D	PRKCA	0.01
PPP1R1A	PRKCA	0.01
PPP1R1B	PRKACA	0.01
PPP1R9B	PRKACA	0.01
PPP2CA	PPP2R1A	0.01
PPP2CA	PPP2R1B	0.01
PPP2CA	STRN	0.01
PPP2CB	PPP2R1A	0.01
PPP2CB	STRN4	0.01
PPP2R2B	TGFBR2	0.01
PPP2R3B	UNC5B	0.01
PPP2R5D	PRKACA	0.01
PRDM1	RASD2	0.01
PRDM1	SPIB	0.01
PRDX1	STK4	0.01
PREX1	RAC1	0.01
PREX2	RAC1	0.01
PRG4	TLR2	0.01
PRICKLE1	SMURF2	0.01
PRKAA1	PRKAB1	0.01
PRKAA1	SIRT7	0.01
PRKAA1	STBD1	0.01
PRKAA1	TBC1D1	0.01
PRKAA1	ZNF692	0.01
PRKAA2	PRKAG1	0.01
PRKAA2	REEP2	0.01
PRKAA2	STK11	0.01
PRKACA	PRKAR1B	0.01
PRKACA	RASGRF1	0.01
PRKACA	RGS13	0.01
PRKACA	RGS14	0.01
PRKACA	RRAD	0.01
PRKACA	SEC14L2	0.01
PRKACA	SLC26A4	0.01
PRKACA	STAR	0.01
PRKACA	STMN2	0.01
PRKACA	SYN2	0.01
PRKACA	THOP1	0.01
PRKACA	TPH1	0.01
PRKACA	TPH2	0.01
PRKACA	TRPM8	0.01
PRKACA	VASP	0.01
PRKCA	RAB37	0.01
PRKCA	RGS19	0.01
PRKCA	RHO	0.01
PRKCA	RORA	0.01
PRKCA	RPL10	0.01
PRKCA	SNAP25	0.01
PRKCA	SPAG1	0.01
PRKCA	TACSTD2	0.01
PRKCA	TAGLN	0.01
PRKCA	TBXA2R	0.01
PRKCA	TFRC	0.01
PRKCA	THOC5	0.01
PRKCA	TNNT3	0.01
PRKCA	TOP2A	0.01
PRKCA	TRPM2	0.01
PRKCB	RAB11A	0.01
PRKCB	SYT6	0.01
PRKCB	TYR	0.01
PRKCE	SLC4A3	0.01
PRKCE	TRPV1	0.01
PRKCE	XIAP	0.01
PRKCH	PRKD1	0.01
PRKCH	PRKD2	0.01
PRKCI	SRC	0.01
PRKCQ	STK39	0.01
PRKD1	RABEP1	0.01
PRKD1	RTKN	0.01
PRKD1	SNAI1	0.01
PRKD1	VASP	0.01
PRKDC	RAG2	0.01
PRKDC	SRF	0.01
PRKG1	PTS	0.01
PRKG1	RAP1GAP2	0.01
PRKG1	RGS2	0.01
PRKG1	RYR1	0.01
PRKG1	SEPTIN3	0.01
PRKG1	SLC6A4	0.01
PRKG1	TRPC7	0.01
PRKG1	VASP	0.01
PRKN	PSMD4	0.01
PRKN	SYT11	0.01
PRKN	UBA52	0.01
PRKN	UBC	0.01
PRMT5	SNRPB	0.01
PRND	RPSA	0.01
PROC	PROCR	0.01
PROC	THBD	0.01
PROK1	PROKR2	0.01
PROK2	PROKR1	0.01
PROK2	PROKR2	0.01
PROM1	SRC	0.01
PROS1	TYRO3	0.01
PRRX1	SRF	0.01
PRSS21	RAD21	0.01
PRSS23	TMEM222	0.01
PSEN1	PSENEN	0.01
PSG4	TNFSF8	0.01
PSMA5	XBP1	0.01
PSMD4	TRIM63	0.01
PSMD4	UBE3A	0.01
PTCH1	SMO	0.01
PTCH2	SHH	0.01
PTCRA	ZAP70	0.01
PTEN	STK11	0.01
PTGDR2	PTGS2	0.01
PTGER1	PTGES2	0.01
PTGER2	PTGES2	0.01
PTGIR	PTGIS	0.01
PTH1R	PTHLH	0.01
PTK2	PXN	0.01
PTK2B	PXN	0.01
PTK2B	SNCA	0.01
PTK2B	TGFB1I1	0.01
